---;----;---
654;Banco A.J.Renner S.A.;www.bancorenner.com.br
246;Banco ABC Brasil S.A.;www.abcbrasil.com.br
075;Banco ABN AMRO S.A.;www.abnamro.com
121;Banco Agiplan S.A.;www.bancoagiplan.com.br
025;Banco Alfa S.A.;www.bancoalfa.com.br
641;Banco Alvorada S.A.;Não possui site
065;Banco Andbank (Brasil) S.A.;www.andbank-lla.com.br
213;Banco Arbi S.A.;www.arbi.com.br
019;Banco Azteca do Brasil S.A.;www.bancoazteca.com.br
024;Banco BANDEPE S.A.;www.santander.com.br
107;Banco BBM S.A.;www.bancobbm.com.br
096;Banco BM&FBOVESPA de Serviços de Liquidação e Custódia S.A;www.bmfbovespa.com.br
318;Banco BMG S.A.;www.bancobmg.com.br
752;Banco BNP Paribas Brasil S.A.;www.bnpparibas.com.br
248;Banco Boavista Interatlântico S.A.;não possui site
063;Banco Bradescard S.A.;www.ibi.com.br
036;Banco Bradesco BBI S.A.;Não possui site
122;Banco Bradesco BERJ S.A.;
204;Banco Bradesco Cartões S.A.;não tem site
394;Banco Bradesco Financiamentos S.A.;não tem site
237;Banco Bradesco S.A.;www.bradesco.com.br
225;Banco Brascan  S.A.;www.bancobrascan.com.br
000;Banco BRJ S.A.;www.brjbank.com.br
218;Banco BS2 S.A.;www.bs2.com/banco/
208;Banco BTG Pactual S.A.;www.btgpactual.com
044;Banco BVA S.A.;www.bancobva.com.br
263;Banco Cacique S.A.;www.bancocacique.com.br
473;Banco Caixa Geral - Brasil S.A.;www.bcgbrasil.com.br
412;Banco Capital S.A.;www.bancocapital.com.br
040;Banco Cargill S.A.;www.bancocargill.com.br
266;Banco Cédula S.A.;www.bancocedula.com.br
739;Banco Cetelem S.A.;www.cetelem.com.br
233;Banco Cifra S.A.;www.bancocifra.com.br
745;Banco Citibank S.A.;www.citibank.com.br
241;Banco Clássico S.A.;www.bancoclassico.com.br
095;Banco Confidence de Câmbio S.A.;www.bancoconfidence.com.br
756;Banco Cooperativo do Brasil S.A. - BANCOOB;www.bancoob.com.br
748;Banco Cooperativo Sicredi S.A.;www.sicredi.com.br
721;Banco Credibel S.A.;www.credibel.com.br
222;Banco Credit Agricole Brasil S.A.;www.calyon.com.br
505;Banco Credit Suisse (Brasil) S.A.;www.csfb.com
069;Banco Crefisa S.A.;www.crefisa.com.br
229;Banco Cruzeiro do Sul S.A.;www.bcsul.com.br
003;Banco da Amazônia S.A.;www.bancoamazonia.com.br
083;Banco da China Brasil S.A.;www.boc-brazil.com
707;Banco Daycoval S.A.;www.daycoval.com.br
300;Banco de La Nacion Argentina;www.bna.com.ar
495;Banco de La Provincia de Buenos Aires;www.bapro.com.ar
494;Banco de La Republica Oriental del Uruguay;www.bancorepublica.com.uy
456;Banco de Tokyo-Mitsubishi UFJ Brasil S.A.;www.br.bk.mufg.jp
214;Banco Dibens S.A.;www.bancodibens.com.br
001;Banco do Brasil S.A.;www.bb.com.br
047;Banco do Estado de Sergipe S.A.;www.banese.com.br
037;Banco do Estado do Pará S.A.;www.banpara.b.br
039;Banco do Estado do Piauí S.A. - BEP;www.bep.com.br
041;Banco do Estado do Rio Grande do Sul S.A.;www.banrisul.com.br
004;Banco do Nordeste do Brasil S.A.;www.banconordeste.gov.br
265;Banco Fator S.A.;www.fator.com.br
224;Banco Fibra S.A.;www.bancofibra.com.br
626;Banco Ficsa S.A.;www.ficsa.com.br
094;Banco Finaxis S.A.;www.bancofinaxis.com.br
612;Banco Guanabara S.A.;www.bancoguanabara.com.br
012;Banco INBURSA de Investimentos S.A.;www.bancoinbursa.com
604;Banco Industrial do Brasil S.A.;www.bancoindustrial.com.br
653;Banco Indusval S.A.;www.bip.b.br
077;Banco Inter S.A.;www.bancointer.com.br
630;Banco Intercap S.A.;
249;Banco Investcred Unibanco S.A.;Não possui site
184;Banco Itaú BBA S.A.;www.itaubba.com.br
029;Banco Itaú Consignado S.A.;
479;Banco ItauBank S.A;www.itaubank.com.br
000;Banco Itaucred Financiamentos S.A.;www.itaucred.com.br
376;Banco J. P. Morgan S.A.;www.jpmorgan.com
074;Banco J. Safra S.A.;www.safra.com.br
217;Banco John Deere S.A.;www.johndeere.com.br
076;Banco KDB S.A.;www.bancokdb.com.br
757;Banco KEB HANA do Brasil S.A.;www.bancokeb.com.br
600;Banco Luso Brasileiro S.A.;www.lusobrasileiro.com.br
072;Banco Mais S.A.;www.rural.com.br
243;Banco Máxima S.A.;www.bancomaxima.com.br
720;Banco Maxinvest S.A.;www.bancomaxinvest.com.br
389;Banco Mercantil do Brasil S.A.;www.mercantil.com.br
370;Banco Mizuho do Brasil S.A.;www.mizuhobank.com/brazil/pt/
746;Banco Modal S.A.;www.bancomodal.com.br
066;Banco Morgan Stanley S.A.;www.morganstanley.com.br
007;Banco Nacional de Desenvolvimento Econômico e Social;www.bndes.gov.br
735;Banco Neon S.A.;www.banconeon.com.br
169;Banco Olé Bonsucesso Consignado S.A.;www.oleconsignado.com.br
079;Banco Original do Agronegócio S.A.;www.original.com.br
212;Banco Original S.A.;www.original.com.br
712;Banco Ourinvest S.A.;www.ourinvest.com.br
623;Banco PAN S.A.;www.bancopan.com.br
611;Banco Paulista S.A.;www.bancopaulista.com.br
613;Banco Pecúnia S.A.;www.bancopecunia.com.br
643;Banco Pine S.A.;www.pine.com
658;Banco Porto Real de Investimentos S.A.;
724;Banco Porto Seguro S.A.;Não possui site
638;Banco Prosper S.A.;www.bancoprosper.com.br
747;Banco Rabobank International Brasil S.A.;www.rabobank.com.br
633;Banco Rendimento S.A.;www.rendimento.com.br
741;Banco Ribeirão Preto S.A.;www.brp.com.br
120;Banco Rodobens S.A.;www.rodobens.com.br
453;Banco Rural S.A.;www.rural.com.br
422;Banco Safra S.A.;www.safra.com.br
033;Banco Santander  (Brasil)  S.A.;www.santander.com.br
743;Banco Semear S.A.;www.bancosemear.com.br
749;Banco Simples S.A.;www.bancosimples.com.br
754;Banco Sistema S.A.;www.btgpactual.com
366;Banco Société Générale Brasil S.A.;www.sgbrasil.com.br
637;Banco Sofisa S.A.;www.sofisa.com.br
464;Banco Sumitomo Mitsui Brasileiro S.A.;www.smbcgroup.com.br
082;Banco Topázio S.A.;www.bancotopazio.com.br
634;Banco Triângulo S.A.;www.tribanco.com.br
018;Banco Tricury S.A.;www.bancotricury.com.br
655;Banco Votorantim S.A.;www.bancovotorantim.com.br
610;Banco VR S.A.;www.vrinvestimentos.com.br
119;Banco Western Union do Brasil S.A.;www.bancowesternunion.com.br
124;Banco Woori Bank do Brasil S.A.;www.wooribank.com.br
021;BANESTES S.A. Banco do Estado do Espírito Santo;www.banestes.com.br
719;Banif-Banco Internacional do Funchal (Brasil)S.A.;www.banif.com.br
755;Bank of America Merrill Lynch Banco Múltiplo S.A.;www.ml.com
744;BankBoston N.A.;www.bankboston.com.br
081;BBN Banco Brasileiro de Negócios S.A.;www.rendimento.com.br
250;BCV - Banco de Crédito e Varejo S.A.;www.bancobcv.com.br
144;BEXS Banco de Câmbio S.A.;www.bexs.com.br
017;BNY Mellon Banco S.A.;www.bnymellon.com.br
126;BR Partners Banco de Investimento S.A.;www.brap.com.br
125;Brasil Plural S.A. - Banco Múltiplo;www.brasilplural.com
070;BRB - Banco de Brasília S.A.;www.brb.com.br
092;Brickell S.A. Crédito, Financiamento e Investimento;www.brickellcfi.com.br
104;Caixa Econômica Federal;www.caixa.gov.br
320;China Construction Bank (Brasil) Banco Múltiplo S.A.;www.br.ccb.com
477;Citibank N.A.;www.citibank.com
163;Commerzbank Brasil S.A. - Banco Múltiplo;www.commerzbank.com.br
136;CONFEDERACAO NACIONAL DAS COOPERATIVAS CENTRAIS UNICREDS;www.unicred.com.br/
097;Cooperativa Central de Crédito Noroeste Brasileiro Ltda.;www.credisis.com.br
487;Deutsche Bank S.A. - Banco Alemão;www.deutsche-bank.com.br
064;Goldman Sachs do Brasil Banco Múltiplo S.A.;www.goldmansachs.com
135;Gradual Corretora de Câmbio,Títulos e Valores Mobiliários S.A.;www.gradualcorretora.com.br
078;Haitong Banco de Investimento do Brasil S.A.;www.haitongib.com.br
062;Hipercard Banco Múltiplo S.A.;www.hipercard.com.br
132;ICBC do Brasil Banco Múltiplo S.A.;www.icbcbr.com.br
492;ING Bank N.V.;www.ing.com
139;Intesa Sanpaolo Brasil S.A. - Banco Múltiplo;www.intesasanpaolobrasil.com.br
652;Itaú Unibanco Holding S.A.;www.itau.com.br
341;Itaú Unibanco S.A.;www.itau.com.br
488;JPMorgan Chase Bank, National Association;www.jpmorganchase.com
399;Kirton Bank S.A. - Banco Múltiplo;
128;MS Bank S.A. Banco de Câmbio;www.msbank.com.br
014;Natixis Brasil S.A. Banco Múltiplo;www.br.natixis.com
753;Novo Banco Continental S.A. - Banco Múltiplo;www.nbcbank.com.br
254;Paraná Banco S.A.;www.paranabanco.com.br
751;Scotiabank Brasil S.A. Banco Múltiplo;www.br.scotiabank.com
118;Standard Chartered Bank (Brasil) S/A–Bco Invest.;www.standardchartered.com
129;UBS Brasil Banco de Investimento S.A.;www.ubs.com
409;UNIBANCO - União de Bancos Brasileiros S.A.;www.unibanco.com.br
230;Unicard Banco Múltiplo S.A.;www.unicard.com.br
084;Uniprime Norte do Paraná - Coop de Economia e Crédito Mútuo dos Médicos, Profissionais das Ciências;www.uniprimebr.com